transaction_date,total_transactions,total_credit_amount,total_debit_amount,total_amount
2026-05-18 01:53:17,1,741.18,0.0,741.18
2026-05-18 02:04:41,1,0.0,10170.66,10170.66
2026-05-18 02:07:18,1,0.0,15597.56,15597.56
2026-05-18 02:36:15,1,22400.94,0.0,22400.94
2026-05-18 04:52:30,1,0.0,94129.21,94129.21
2026-05-18 05:36:00,1,0.0,3459.67,3459.67
2026-05-18 06:34:59,1,6855.03,0.0,6855.03
2026-05-18 06:39:19,1,603.22,0.0,603.22
2026-05-18 06:52:16,1,0.0,60232.7,60232.7
2026-05-18 06:53:01,1,0.0,1717.1,1717.1
2026-05-18 07:37:51,1,48133.98,0.0,48133.98
2026-05-18 07:43:26,1,0.0,10320.27,10320.27
2026-05-18 07:53:53,1,0.0,19745.56,19745.56
2026-05-18 07:57:31,1,4450.0,0.0,4450.0
2026-05-18 08:09:39,1,0.0,45516.9,45516.9
2026-05-18 08:35:52,1,0.0,43646.98,43646.98
2026-05-18 08:47:34,1,0.0,40242.3,40242.3
2026-05-18 09:49:07,1,8381.47,0.0,8381.47
2026-05-18 09:55:13,1,0.0,49381.02,49381.02
2026-05-18 09:55:54,1,0.0,4142.14,4142.14
2026-05-18 10:57:03,1,0.0,23827.36,23827.36
2026-05-18 11:02:11,1,0.0,55317.61,55317.61
2026-05-18 11:20:12,1,0.0,3635.71,3635.71
2026-05-18 12:57:32,1,0.0,4822.61,4822.61
2026-05-18 13:15:09,1,0.0,5006.9,5006.9
2026-05-18 14:20:33,1,0.0,10286.97,10286.97
2026-05-18 14:48:32,1,0.0,1381.41,1381.41
2026-05-18 14:48:36,1,0.0,8332.33,8332.33
2026-05-18 14:52:28,1,0.0,44782.53,44782.53
2026-05-18 15:21:26,1,0.0,823.32,823.32
2026-05-18 15:46:14,1,0.0,46946.85,46946.85
2026-05-18 16:20:05,1,0.0,41410.22,41410.22
2026-05-18 16:27:59,1,0.0,10673.87,10673.87
2026-05-18 16:48:34,1,7530.96,0.0,7530.96
2026-05-18 16:49:09,1,0.0,10140.11,10140.11
2026-05-18 17:45:58,1,0.0,74407.18,74407.18
2026-05-18 17:46:31,1,0.0,17517.46,17517.46
2026-05-18 17:50:55,1,0.0,55055.83,55055.83
2026-05-18 17:54:49,1,84923.41,0.0,84923.41
2026-05-18 18:56:22,1,0.0,5270.74,5270.74
2026-05-18 19:01:32,1,0.0,13747.85,13747.85
2026-05-18 19:27:52,1,20589.55,0.0,20589.55
2026-05-18 19:57:16,1,0.0,19170.8,19170.8
2026-05-18 20:12:55,1,28414.24,0.0,28414.24
2026-05-18 21:08:34,1,0.0,56839.09,56839.09
2026-05-18 21:39:39,1,0.0,8247.62,8247.62
2026-05-18 21:49:59,1,0.0,1710.49,1710.49
2026-05-18 22:25:01,1,0.0,18417.39,18417.39
2026-05-18 23:04:39,1,0.0,15270.27,15270.27
2026-05-18 23:20:42,1,0.0,4674.24,4674.24
2026-05-18 23:21:17,1,0.0,9537.29,9537.29
2026-05-19 00:06:53,1,0.0,3355.59,3355.59
2026-05-19 00:22:29,1,0.0,9413.02,9413.02
2026-05-19 00:34:54,1,0.0,1208.76,1208.76
2026-05-19 01:47:33,1,0.0,36458.95,36458.95
2026-05-19 01:57:46,1,6883.23,0.0,6883.23
2026-05-19 02:35:34,1,2984.7,0.0,2984.7
2026-05-19 02:45:36,1,0.0,2275.16,2275.16
2026-05-19 03:22:19,1,0.0,5196.27,5196.27
2026-05-19 03:39:04,1,0.0,47294.23,47294.23
2026-05-19 03:57:11,1,0.0,15793.08,15793.08
2026-05-19 04:46:59,1,0.0,8133.34,8133.34
2026-05-19 05:16:51,1,7364.62,0.0,7364.62
2026-05-19 05:35:49,1,0.0,1356.35,1356.35
2026-05-19 06:01:57,1,0.0,43270.76,43270.76
2026-05-19 06:53:20,1,0.0,96095.14,96095.14
2026-05-19 06:54:20,1,0.0,26226.29,26226.29
2026-05-19 07:01:47,1,0.0,34231.12,34231.12
2026-05-19 07:19:58,1,0.0,15219.15,15219.15
2026-05-19 08:04:35,1,1018.99,0.0,1018.99
2026-05-19 08:16:33,1,0.0,13266.12,13266.12
2026-05-19 09:17:13,1,0.0,48385.36,48385.36
2026-05-19 09:23:39,1,61555.69,0.0,61555.69
2026-05-19 09:24:12,1,0.0,10648.98,10648.98
2026-05-19 09:41:56,1,35151.52,0.0,35151.52
2026-05-19 10:38:46,1,0.0,56115.16,56115.16
2026-05-19 11:39:41,1,0.0,10074.14,10074.14
2026-05-19 11:51:27,1,5837.92,0.0,5837.92
2026-05-19 12:05:16,1,0.0,44419.72,44419.72
2026-05-19 12:13:49,1,0.0,43989.66,43989.66
2026-05-19 12:14:53,1,3469.5,0.0,3469.5
2026-05-19 12:25:30,1,3071.13,0.0,3071.13
2026-05-19 12:25:37,1,0.0,9364.51,9364.51
2026-05-19 12:52:18,1,0.0,14162.5,14162.5
2026-05-19 13:16:11,1,107252.37,0.0,107252.37
2026-05-19 13:49:28,1,0.0,41391.83,41391.83
2026-05-19 13:53:25,1,0.0,15756.27,15756.27
2026-05-19 14:13:33,1,20852.31,0.0,20852.31
2026-05-19 15:02:58,1,0.0,59068.33,59068.33
2026-05-19 15:07:32,1,0.0,77359.67,77359.67
2026-05-19 15:10:21,1,0.0,4129.14,4129.14
2026-05-19 15:12:37,1,0.0,9467.57,9467.57
2026-05-19 15:19:24,1,96736.11,0.0,96736.11
2026-05-19 15:19:57,1,0.0,41649.06,41649.06
2026-05-19 15:30:10,1,0.0,3672.69,3672.69
2026-05-19 16:06:42,1,0.0,7253.59,7253.59
2026-05-19 16:08:45,1,4788.08,0.0,4788.08
2026-05-19 16:51:39,1,1161.03,0.0,1161.03
2026-05-19 17:30:47,1,0.0,2643.25,2643.25
2026-05-19 18:12:07,1,0.0,17242.06,17242.06
2026-05-19 19:11:47,1,0.0,2382.45,2382.45
2026-05-19 19:26:57,1,0.0,21352.36,21352.36
2026-05-19 20:13:34,1,1205.08,0.0,1205.08
2026-05-19 20:15:04,1,41468.56,0.0,41468.56
2026-05-19 20:53:03,1,47958.77,0.0,47958.77
2026-05-19 20:59:28,1,0.0,7577.19,7577.19
2026-05-19 21:27:43,1,0.0,45593.54,45593.54
2026-05-19 22:33:26,1,0.0,2833.68,2833.68
2026-05-19 22:41:53,1,33864.59,0.0,33864.59
2026-05-19 23:08:06,1,3355.51,0.0,3355.51
2026-05-19 23:16:56,1,4693.55,0.0,4693.55
2026-05-19 23:22:57,1,0.0,1950.65,1950.65
2026-05-19 23:41:04,1,766.98,0.0,766.98
2026-05-20 00:01:21,1,0.0,1899.94,1899.94
2026-05-20 00:29:27,1,1987.44,0.0,1987.44
2026-05-20 00:39:59,1,2457.99,0.0,2457.99
2026-05-20 01:07:52,1,136713.24,0.0,136713.24
2026-05-20 01:13:42,1,3475.07,0.0,3475.07
2026-05-20 01:51:35,1,0.0,61770.23,61770.23
2026-05-20 01:57:15,1,8664.15,0.0,8664.15
2026-05-20 02:01:33,1,46249.75,0.0,46249.75
2026-05-20 02:13:02,1,0.0,14356.83,14356.83
2026-05-20 02:22:20,1,4005.3,0.0,4005.3
2026-05-20 02:54:07,1,0.0,75825.89,75825.89
2026-05-20 03:49:38,1,0.0,9292.31,9292.31
2026-05-20 04:35:12,1,0.0,18657.02,18657.02
2026-05-20 04:44:25,1,8409.64,0.0,8409.64
2026-05-20 05:13:28,1,0.0,97748.69,97748.69
2026-05-20 05:17:46,1,0.0,16166.59,16166.59
2026-05-20 05:24:40,1,12818.36,0.0,12818.36
2026-05-20 05:33:59,1,493.1,0.0,493.1
2026-05-20 05:53:27,1,4804.87,0.0,4804.87
2026-05-20 06:59:46,1,0.0,98627.99,98627.99
2026-05-20 07:02:12,1,0.0,13267.27,13267.27
2026-05-20 07:05:34,1,0.0,11007.13,11007.13
2026-05-20 07:11:58,1,9004.55,0.0,9004.55
2026-05-20 07:49:58,1,0.0,15560.72,15560.72
2026-05-20 08:43:01,1,0.0,19987.13,19987.13
2026-05-20 08:47:17,1,0.0,7508.53,7508.53
2026-05-20 09:15:12,1,3474.96,0.0,3474.96
2026-05-20 09:23:56,1,0.0,37427.25,37427.25
2026-05-20 09:24:53,1,1181.59,0.0,1181.59
2026-05-20 09:42:49,1,0.0,39610.36,39610.36
2026-05-20 10:02:25,1,4312.7,0.0,4312.7
2026-05-20 10:14:27,1,34749.34,0.0,34749.34
2026-05-20 10:21:05,1,1416.46,0.0,1416.46
2026-05-20 11:23:30,1,0.0,19319.8,19319.8
2026-05-20 12:34:47,1,4501.23,0.0,4501.23
2026-05-20 13:02:20,1,32185.15,0.0,32185.15
2026-05-20 13:08:36,1,9150.21,0.0,9150.21
2026-05-20 13:26:45,1,40240.74,0.0,40240.74
2026-05-20 15:20:18,1,0.0,9880.33,9880.33
2026-05-20 15:26:25,1,0.0,12786.68,12786.68
2026-05-20 15:40:08,1,4154.76,0.0,4154.76
2026-05-20 15:56:59,1,0.0,7198.18,7198.18
2026-05-20 16:57:30,1,0.0,59692.71,59692.71
2026-05-20 17:30:33,1,0.0,49006.97,49006.97
2026-05-20 18:22:00,1,101433.29,0.0,101433.29
2026-05-20 18:37:53,1,0.0,4063.02,4063.02
2026-05-20 18:47:27,1,0.0,1799.59,1799.59
2026-05-20 19:28:44,1,7582.49,0.0,7582.49
2026-05-20 19:45:49,1,8972.44,0.0,8972.44
2026-05-20 19:58:19,1,0.0,9439.74,9439.74
2026-05-20 20:06:40,1,0.0,10120.63,10120.63
2026-05-20 20:58:36,1,0.0,13017.05,13017.05
2026-05-20 21:00:13,1,0.0,28230.35,28230.35
2026-05-20 21:19:08,1,0.0,19998.76,19998.76
2026-05-20 21:26:56,1,0.0,37370.69,37370.69
2026-05-20 21:49:35,1,0.0,37343.18,37343.18
2026-05-20 21:57:46,1,0.0,2184.49,2184.49
2026-05-20 22:14:51,1,0.0,24745.11,24745.11
2026-05-20 22:39:30,1,0.0,6035.32,6035.32
2026-05-20 22:48:41,1,7727.76,0.0,7727.76
2026-05-20 23:42:36,1,0.0,49271.32,49271.32
2026-05-21 00:17:53,1,90382.81,0.0,90382.81
2026-05-21 00:25:10,1,0.0,6803.74,6803.74
2026-05-21 02:09:09,1,0.0,6052.51,6052.51
2026-05-21 02:35:28,1,0.0,1192.09,1192.09
2026-05-21 02:54:47,1,0.0,6769.42,6769.42
2026-05-21 02:56:30,1,0.0,70118.9,70118.9
2026-05-21 03:35:19,1,12571.36,0.0,12571.36
2026-05-21 03:40:17,1,3891.53,0.0,3891.53
2026-05-21 03:45:27,1,148227.43,0.0,148227.43
2026-05-21 03:54:10,1,26688.55,0.0,26688.55
2026-05-21 04:17:26,1,118322.83,0.0,118322.83
2026-05-21 04:42:16,1,48344.38,0.0,48344.38
2026-05-21 04:43:47,1,0.0,37954.39,37954.39
2026-05-21 04:53:45,1,0.0,58316.14,58316.14
2026-05-21 04:54:22,1,0.0,11679.21,11679.21
2026-05-21 05:20:00,1,0.0,7423.12,7423.12
2026-05-21 05:59:04,1,0.0,5510.13,5510.13
2026-05-21 06:18:56,1,0.0,44661.85,44661.85
2026-05-21 07:01:10,1,0.0,69882.78,69882.78
2026-05-21 07:02:30,1,15006.97,0.0,15006.97
2026-05-21 07:07:37,1,0.0,5686.98,5686.98
2026-05-21 07:12:09,1,0.0,40389.98,40389.98
2026-05-21 07:34:49,1,74286.4,0.0,74286.4
2026-05-21 07:36:58,1,0.0,46083.64,46083.64
2026-05-21 07:46:00,1,0.0,9329.57,9329.57
2026-05-21 08:07:10,1,516.26,0.0,516.26
2026-05-21 08:23:52,1,26124.95,0.0,26124.95
2026-05-21 08:25:23,1,0.0,15543.7,15543.7
2026-05-21 09:54:58,1,0.0,43530.12,43530.12
2026-05-21 10:05:42,1,45655.75,0.0,45655.75
2026-05-21 10:11:37,1,6000.59,0.0,6000.59
2026-05-21 11:27:58,1,0.0,36047.92,36047.92
2026-05-21 11:28:09,1,0.0,2490.77,2490.77
2026-05-21 11:32:55,1,0.0,16067.97,16067.97
2026-05-21 11:35:58,1,82699.09,0.0,82699.09
2026-05-21 11:45:14,1,0.0,9296.55,9296.55
2026-05-21 12:33:18,1,0.0,79086.63,79086.63
2026-05-21 13:07:25,1,0.0,3135.35,3135.35
2026-05-21 14:23:00,1,0.0,36388.08,36388.08
2026-05-21 14:36:51,1,0.0,40587.36,40587.36
2026-05-21 14:43:22,1,0.0,26764.8,26764.8
2026-05-21 14:51:17,1,0.0,19988.28,19988.28
2026-05-21 15:00:32,1,4085.12,0.0,4085.12
2026-05-21 15:04:17,1,0.0,26893.18,26893.18
2026-05-21 15:40:29,1,0.0,7834.2,7834.2
2026-05-21 16:29:08,1,61655.79,0.0,61655.79
2026-05-21 16:39:55,1,0.0,21920.64,21920.64
2026-05-21 17:03:06,1,1890.0,0.0,1890.0
2026-05-21 17:09:24,1,0.0,26362.28,26362.28
2026-05-21 17:09:33,1,35315.62,0.0,35315.62
2026-05-21 17:30:21,1,0.0,12416.6,12416.6
2026-05-21 18:32:17,1,8118.83,0.0,8118.83
2026-05-21 18:40:54,1,3336.7,0.0,3336.7
2026-05-21 18:42:01,1,0.0,47433.51,47433.51
2026-05-21 21:11:26,1,0.0,6879.76,6879.76
2026-05-21 21:56:19,1,0.0,1442.23,1442.23
2026-05-21 22:33:18,1,0.0,10536.89,10536.89
2026-05-21 22:40:56,1,7655.32,0.0,7655.32
2026-05-21 22:43:51,1,12227.67,0.0,12227.67
2026-05-21 23:12:27,1,0.0,6698.98,6698.98
2026-05-21 23:29:54,1,47543.73,0.0,47543.73
2026-05-21 23:34:01,1,72702.36,0.0,72702.36
2026-05-22 00:02:52,1,0.0,9301.99,9301.99
2026-05-22 00:58:58,1,0.0,40186.28,40186.28
2026-05-22 01:23:35,1,0.0,18128.29,18128.29
2026-05-22 01:33:23,1,34748.96,0.0,34748.96
2026-05-22 01:43:34,1,0.0,74280.91,74280.91
2026-05-22 01:53:49,1,0.0,19984.27,19984.27
2026-05-22 02:23:09,1,0.0,38105.76,38105.76
2026-05-22 03:06:09,1,0.0,3461.26,3461.26
2026-05-22 03:14:48,1,0.0,4605.75,4605.75
2026-05-22 03:53:43,1,122581.86,0.0,122581.86
2026-05-22 04:58:52,1,0.0,12417.97,12417.97
2026-05-22 05:37:50,1,0.0,15116.89,15116.89
2026-05-22 05:40:31,1,2981.49,0.0,2981.49
2026-05-22 06:43:23,1,0.0,6369.69,6369.69
2026-05-22 07:29:00,1,0.0,88559.11,88559.11
2026-05-22 07:33:48,1,5948.88,0.0,5948.88
2026-05-22 08:01:19,1,0.0,23760.84,23760.84
2026-05-22 08:07:55,1,1470.62,0.0,1470.62
2026-05-22 08:42:07,1,16950.15,0.0,16950.15
2026-05-22 09:43:59,1,1211.49,0.0,1211.49
2026-05-22 09:50:54,1,0.0,47662.97,47662.97
2026-05-22 09:54:27,1,1607.62,0.0,1607.62
2026-05-22 09:57:41,1,0.0,39158.84,39158.84
2026-05-22 11:06:23,1,0.0,7138.62,7138.62
2026-05-22 11:23:50,1,30642.26,0.0,30642.26
2026-05-22 11:27:36,1,0.0,41429.36,41429.36
2026-05-22 11:37:59,1,0.0,48471.85,48471.85
2026-05-22 11:40:33,1,0.0,7755.31,7755.31
2026-05-22 11:55:10,1,0.0,39673.59,39673.59
2026-05-22 12:25:25,1,0.0,8788.66,8788.66
2026-05-22 12:27:40,1,2503.31,0.0,2503.31
2026-05-22 12:30:32,1,31412.51,0.0,31412.51
2026-05-22 12:56:44,1,0.0,4825.82,4825.82
2026-05-22 13:10:05,1,3705.86,0.0,3705.86
2026-05-22 15:13:21,1,122422.15,0.0,122422.15
2026-05-22 15:23:53,1,0.0,34394.96,34394.96
2026-05-22 15:37:22,1,0.0,14880.75,14880.75
2026-05-22 15:47:12,1,2185.5,0.0,2185.5
2026-05-22 16:05:24,1,0.0,2101.67,2101.67
2026-05-22 16:11:36,1,14415.02,0.0,14415.02
2026-05-22 16:45:33,1,0.0,4841.21,4841.21
2026-05-22 16:52:30,1,0.0,14922.63,14922.63
2026-05-22 17:23:51,1,3814.63,0.0,3814.63
2026-05-22 18:20:30,1,3360.62,0.0,3360.62
2026-05-22 18:28:31,1,0.0,53396.76,53396.76
2026-05-22 18:33:27,1,0.0,81402.75,81402.75
2026-05-22 19:02:20,1,0.0,9968.71,9968.71
2026-05-22 19:05:17,1,5740.32,0.0,5740.32
2026-05-22 19:29:35,1,0.0,96753.18,96753.18
2026-05-22 19:35:30,1,3298.29,0.0,3298.29
2026-05-22 19:58:08,1,0.0,26585.91,26585.91
2026-05-22 20:17:42,1,0.0,16863.49,16863.49
2026-05-22 20:32:37,1,0.0,7763.56,7763.56
2026-05-22 20:52:25,1,0.0,10909.16,10909.16
2026-05-22 22:01:53,1,1801.8,0.0,1801.8
2026-05-22 22:02:22,1,2975.07,0.0,2975.07
2026-05-22 22:09:42,1,0.0,7047.64,7047.64
2026-05-22 22:33:18,1,7122.71,0.0,7122.71
2026-05-22 22:33:30,1,0.0,24169.93,24169.93
2026-05-22 22:52:19,1,0.0,72880.25,72880.25
2026-05-22 23:01:51,1,74574.8,0.0,74574.8
2026-05-22 23:28:32,1,0.0,46725.04,46725.04
2026-05-23 00:02:00,1,0.0,16134.57,16134.57
2026-05-23 01:11:22,1,15935.5,0.0,15935.5
2026-05-23 01:36:58,1,560.72,0.0,560.72
2026-05-23 01:48:34,1,0.0,5244.93,5244.93
2026-05-23 02:04:52,1,4087.22,0.0,4087.22
2026-05-23 02:11:07,1,0.0,26906.08,26906.08
2026-05-23 02:26:16,1,0.0,31915.94,31915.94
2026-05-23 02:43:18,1,0.0,5137.03,5137.03
2026-05-23 02:52:10,1,2170.6,0.0,2170.6
2026-05-23 03:15:33,1,0.0,8940.01,8940.01
2026-05-23 04:03:54,1,0.0,49365.82,49365.82
2026-05-23 04:42:28,1,0.0,4049.92,4049.92
2026-05-23 06:51:50,1,60712.69,0.0,60712.69
2026-05-23 07:03:03,1,0.0,21591.05,21591.05
2026-05-23 07:19:04,1,2729.36,0.0,2729.36
2026-05-23 08:16:35,1,0.0,4535.39,4535.39
2026-05-23 08:23:35,1,0.0,40188.34,40188.34
2026-05-23 08:29:03,1,0.0,49224.45,49224.45
2026-05-23 08:57:19,1,3220.09,0.0,3220.09
2026-05-23 09:39:43,1,0.0,4265.4,4265.4
2026-05-23 09:47:01,1,0.0,6088.37,6088.37
2026-05-23 10:58:24,1,2936.15,0.0,2936.15
2026-05-23 11:21:36,1,0.0,16538.91,16538.91
2026-05-23 11:27:52,1,0.0,10639.41,10639.41
2026-05-23 11:36:39,1,105559.17,0.0,105559.17
2026-05-23 11:40:29,1,6007.4,0.0,6007.4
2026-05-23 11:51:08,1,2337.57,0.0,2337.57
2026-05-23 12:00:42,1,84.96,0.0,84.96
2026-05-23 12:15:21,1,0.0,16687.84,16687.84
2026-05-23 12:25:30,1,0.0,18510.57,18510.57
2026-05-23 12:41:43,1,92989.79,0.0,92989.79
2026-05-23 12:57:55,1,0.0,16401.12,16401.12
2026-05-23 13:10:33,1,0.0,79583.77,79583.77
2026-05-23 13:31:22,1,3829.99,0.0,3829.99
2026-05-23 13:50:19,1,0.0,50608.62,50608.62
2026-05-23 14:01:05,1,0.0,24637.09,24637.09
2026-05-23 14:16:19,1,0.0,4858.5,4858.5
2026-05-23 14:36:28,1,40960.22,0.0,40960.22
2026-05-23 15:10:47,1,0.0,80611.07,80611.07
2026-05-23 15:13:24,1,0.0,82028.4,82028.4
2026-05-23 15:53:31,1,0.0,4688.21,4688.21
2026-05-23 16:44:09,1,0.0,20991.26,20991.26
2026-05-23 17:14:56,1,0.0,1015.4,1015.4
2026-05-23 17:32:34,1,0.0,29625.83,29625.83
2026-05-23 18:07:43,1,0.0,3277.16,3277.16
2026-05-23 18:32:08,1,0.0,13537.63,13537.63
2026-05-23 19:33:34,1,0.0,30669.79,30669.79
2026-05-23 21:12:07,1,0.0,26816.55,26816.55
2026-05-23 21:26:50,1,0.0,16731.9,16731.9
2026-05-23 21:47:07,1,321.74,0.0,321.74
2026-05-23 21:47:45,1,0.0,35148.64,35148.64
2026-05-23 22:19:46,1,5270.09,0.0,5270.09
2026-05-23 22:52:21,1,98437.13,0.0,98437.13
2026-05-23 22:52:50,1,0.0,25621.3,25621.3
2026-05-23 23:05:37,1,0.0,8036.5,8036.5
2026-05-23 23:31:07,1,0.0,16444.14,16444.14
2026-05-23 23:38:27,1,0.0,9834.81,9834.81
2026-05-24 00:04:58,1,0.0,14777.6,14777.6
2026-05-24 00:12:10,1,0.0,91660.96,91660.96
2026-05-24 00:37:48,1,81057.33,0.0,81057.33
2026-05-24 00:49:27,1,0.0,15954.75,15954.75
2026-05-24 00:52:05,1,0.0,3580.25,3580.25
2026-05-24 00:52:23,1,59526.04,0.0,59526.04
2026-05-24 01:00:42,1,0.0,86729.08,86729.08
2026-05-24 01:56:43,1,0.0,79836.17,79836.17
2026-05-24 02:02:25,1,5658.55,0.0,5658.55
2026-05-24 02:52:49,1,0.0,27193.89,27193.89
2026-05-24 02:57:54,1,4354.89,0.0,4354.89
2026-05-24 03:02:29,1,0.0,17253.78,17253.78
2026-05-24 03:41:36,1,0.0,86840.89,86840.89
2026-05-24 04:53:26,1,0.0,88908.84,88908.84
2026-05-24 05:03:53,1,0.0,1329.99,1329.99
2026-05-24 05:03:57,1,486.82,0.0,486.82
2026-05-24 05:23:03,1,0.0,44004.28,44004.28
2026-05-24 05:36:23,1,0.0,2747.45,2747.45
2026-05-24 05:48:27,1,0.0,14902.78,14902.78
2026-05-24 06:19:47,1,0.0,3132.81,3132.81
2026-05-24 07:12:26,1,0.0,14915.6,14915.6
2026-05-24 07:23:47,1,0.0,1328.22,1328.22
2026-05-24 07:50:52,1,0.0,9814.76,9814.76
2026-05-24 07:56:23,1,0.0,15476.04,15476.04
2026-05-24 08:14:10,1,38723.03,0.0,38723.03
2026-05-24 09:10:40,1,0.0,37034.95,37034.95
2026-05-24 09:59:05,1,0.0,4786.23,4786.23
2026-05-24 10:51:57,1,0.0,10407.24,10407.24
2026-05-24 12:22:46,1,3735.11,0.0,3735.11
2026-05-24 12:45:46,1,0.0,4884.97,4884.97
2026-05-24 13:26:24,1,8167.78,0.0,8167.78
2026-05-24 13:52:08,1,0.0,3081.85,3081.85
2026-05-24 13:57:29,1,0.0,55526.86,55526.86
2026-05-24 14:00:26,1,0.0,52887.2,52887.2
2026-05-24 14:07:32,1,101334.63,0.0,101334.63
2026-05-24 14:39:12,1,0.0,25999.38,25999.38
2026-05-24 15:10:38,1,0.0,5796.45,5796.45
2026-05-24 15:15:40,1,1735.12,0.0,1735.12
2026-05-24 16:30:23,1,0.0,15256.07,15256.07
2026-05-24 17:06:34,1,5076.77,0.0,5076.77
2026-05-24 17:10:05,1,4842.84,0.0,4842.84
2026-05-24 17:18:48,1,14135.04,0.0,14135.04
2026-05-24 17:56:31,1,4516.53,0.0,4516.53
2026-05-24 18:03:45,1,0.0,7731.46,7731.46
2026-05-24 18:19:52,1,0.0,5455.51,5455.51
2026-05-24 18:30:13,1,2183.71,0.0,2183.71
2026-05-24 18:30:48,1,1076.05,0.0,1076.05
2026-05-24 18:33:03,1,0.0,46404.48,46404.48
2026-05-24 18:56:41,1,0.0,43355.04,43355.04
2026-05-24 19:05:18,1,97915.23,0.0,97915.23
2026-05-24 19:08:44,1,148548.29,0.0,148548.29
2026-05-24 19:27:05,1,0.0,9945.19,9945.19
2026-05-24 19:29:40,1,0.0,40598.39,40598.39
2026-05-24 19:40:56,1,974.4,0.0,974.4
2026-05-24 19:56:45,1,0.0,19195.61,19195.61
2026-05-24 20:05:52,1,0.0,89755.78,89755.78
2026-05-24 20:21:36,1,0.0,789.32,789.32
2026-05-24 20:33:24,1,22663.55,0.0,22663.55
2026-05-24 20:33:45,1,3177.1,0.0,3177.1
2026-05-24 21:23:16,1,3536.64,0.0,3536.64
2026-05-24 21:38:10,1,137312.38,0.0,137312.38
2026-05-24 22:44:01,1,18983.48,0.0,18983.48
2026-05-24 22:47:55,1,9811.4,0.0,9811.4
2026-05-24 22:52:23,1,14056.82,0.0,14056.82
2026-05-24 23:03:35,1,9559.21,0.0,9559.21
2026-05-25 00:04:51,1,0.0,27116.13,27116.13
2026-05-25 00:18:37,1,407.61,0.0,407.61
2026-05-25 00:22:33,1,0.0,18916.57,18916.57
2026-05-25 01:15:58,1,0.0,40487.55,40487.55
2026-05-25 01:29:16,1,0.0,16877.89,16877.89
2026-05-25 01:42:46,1,3848.55,0.0,3848.55
2026-05-25 02:09:31,1,0.0,1002.04,1002.04
2026-05-25 02:22:26,1,574.35,0.0,574.35
2026-05-25 02:27:15,1,0.0,5018.86,5018.86
2026-05-25 02:52:43,1,0.0,34464.81,34464.81
2026-05-25 03:25:28,1,8593.27,0.0,8593.27
2026-05-25 05:35:21,1,0.0,18707.41,18707.41
2026-05-25 05:49:12,1,38184.28,0.0,38184.28
2026-05-25 06:05:05,1,5139.53,0.0,5139.53
2026-05-25 06:26:55,1,0.0,31828.55,31828.55
2026-05-25 06:35:31,1,0.0,13589.18,13589.18
2026-05-25 06:55:19,1,0.0,22516.75,22516.75
2026-05-25 07:09:18,1,5980.08,0.0,5980.08
2026-05-25 08:13:58,1,0.0,45222.68,45222.68
2026-05-25 08:57:43,1,0.0,4698.47,4698.47
2026-05-25 09:26:20,1,3103.6,0.0,3103.6
2026-05-25 09:52:01,1,144590.76,0.0,144590.76
2026-05-25 09:56:29,1,0.0,67104.16,67104.16
2026-05-25 09:58:31,1,0.0,22758.64,22758.64
2026-05-25 10:05:55,1,0.0,27774.19,27774.19
2026-05-25 10:09:27,1,0.0,4428.54,4428.54
2026-05-25 10:14:06,1,0.0,42705.05,42705.05
2026-05-25 12:07:59,1,9673.84,0.0,9673.84
2026-05-25 12:38:09,1,0.0,11152.49,11152.49
2026-05-25 12:51:52,1,0.0,67552.28,67552.28
2026-05-25 12:51:55,1,0.0,2936.55,2936.55
2026-05-25 12:54:36,1,0.0,1313.94,1313.94
2026-05-25 13:05:03,1,3661.81,0.0,3661.81
2026-05-25 13:10:42,1,0.0,5041.95,5041.95
2026-05-25 13:35:35,1,0.0,4800.82,4800.82
2026-05-25 13:36:40,1,0.0,53431.38,53431.38
2026-05-25 13:44:12,1,38876.49,0.0,38876.49
2026-05-25 13:56:18,1,0.0,7225.27,7225.27
2026-05-25 14:10:59,1,77017.18,0.0,77017.18
2026-05-25 14:26:32,1,0.0,5070.06,5070.06
2026-05-25 14:27:22,1,0.0,3274.5,3274.5
2026-05-25 15:16:10,1,48415.68,0.0,48415.68
2026-05-25 15:55:48,1,0.0,13585.0,13585.0
2026-05-25 16:07:03,1,0.0,14942.09,14942.09
2026-05-25 16:14:55,1,0.0,44476.64,44476.64
2026-05-25 16:19:56,1,0.0,16808.62,16808.62
2026-05-25 16:51:11,1,0.0,39228.52,39228.52
2026-05-25 18:17:13,1,0.0,85148.27,85148.27
2026-05-25 18:57:34,1,0.0,5144.85,5144.85
2026-05-25 19:15:52,1,0.0,1896.51,1896.51
2026-05-25 19:31:42,1,0.0,15991.99,15991.99
2026-05-25 19:46:38,1,0.0,28867.85,28867.85
2026-05-25 20:24:11,1,4232.2,0.0,4232.2
2026-05-25 20:35:45,1,0.0,40171.37,40171.37
2026-05-25 20:38:49,1,0.0,12425.36,12425.36
2026-05-25 20:49:27,1,32280.27,0.0,32280.27
2026-05-25 21:51:29,1,467.71,0.0,467.71
2026-05-25 21:56:20,1,113398.66,0.0,113398.66
2026-05-25 22:26:58,1,0.0,18225.11,18225.11
2026-05-25 22:27:16,1,3802.88,0.0,3802.88
2026-05-25 22:31:07,1,21295.93,0.0,21295.93
2026-05-25 22:33:40,1,0.0,13911.8,13911.8
